-1.141696423,-0.109440291,-0.056702852,0.002394215
-1.138290048,-0.109457312,-0.056383334,0.002363472
-1.140103817,-0.11357261,-0.056538917,0.002050332
-1.481598349,0.00258868,-0.049132504,0.000711879
-1.485738917,0.000844693,-0.049485773,0.000433395
-1.485753096,0.004282153,-0.04951128,0.000715198
-1.230026454,0.14519397,-0.042379383,-0.000445994
-1.225777268,0.143989092,-0.045761488,-0.000741654
-1.229541659,0.141527152,-0.05395475,-0.000810942
-0.97687149,0.101335233,-0.054565381,-0.000640078
-0.978636205,0.097275785,-0.054531299,-0.000907754
-0.980348349,0.101330703,-0.054671533,-0.000933092
-0.44730735,-0.058299722,-0.052157797,0.001142457
-0.44890094,-0.054146835,-0.051310353,0.001099775
-0.44538307,-0.054208682,-0.051341161,0.001204188
-1.198608726,0.084957755,-0.052623402,-0.004040444
-1.194505423,0.08334226,-0.052094955,-0.003540398
-1.198486507,0.081475428,-0.052382704,-0.004395766
-1.129445225,-0.143780863,-0.041014623,0.000475019
-1.130780399,-0.139593788,-0.053223126,0.000726503
-1.127373189,-0.13973676,-0.053068154,0.000729068
-1.223244756,0.066991752,-0.054740489,-0.009430027
-1.225143999,0.071035197,-0.055392101,-0.008596411
-1.221752793,0.071117064,-0.054521024,-0.008312711
-1.22795701,0.136245406,-0.056202065,-0.00127085
-1.22424823,0.138657755,-0.055394359,-0.001156829
-1.223757446,0.134952044,-0.056240801,-0.001407837
-1.387333795,-0.096471479,-0.058343373,-0.002514026
-1.390669018,-0.096524784,-0.05800309,-0.002848682
-1.389077649,-0.09248319,-0.058813997,-0.00309858
-0.28820288,0.068771294,-0.053150594,-0.000634411
-0.29071581,0.064112863,-0.052648522,-0.000840618
-0.29256499,0.068619362,-0.053296946,-0.000721558
-0.31396759,0.065857461,-0.053446066,-0.000999015
-0.31205297,0.061647704,-0.052768722,-0.001061753
-0.31553411,0.061707592,-0.052820656,-0.001069484
-0.35334778,0.114335871,-0.057980634,-0.000306952
-0.35142899,0.118354118,-0.057785042,-0.000234893
-0.34985578,0.114102161,-0.057923552,-0.00030114
-1.445204433,0.001208922,-0.037995957,0.00170772
-1.440917723,-0.000544423,-0.034115262,0.000142333
-1.445087139,-0.002443174,-0.037948299,-0.001322018
-1.458814852,0.086124873,-0.05163157,0.002801193
-1.463292997,0.084446004,-0.051310051,0.002666857
-1.463174734,0.088026932,-0.05125111,0.002404158
-1.030575156,-0.141909578,-0.046305563,-0.000123765
-1.026368499,-0.143909165,-0.036255837,-4.14E-05
-1.030535221,-0.14532407,-0.029524103,-0.000280451
-0.709840178,-0.051071735,-0.05158148,0.001850113
-0.713281274,-0.05104492,-0.0514764,0.001525197
-0.711461604,-0.046950781,-0.050719135,0.001581119
-0.2842834,0.070289722,-0.053221013,-0.000507243
-0.28442204,0.066979355,-0.052737542,-0.000640381
-1.444907781,0.107640392,-0.052040279,0.001708577
-1.440745722,0.109171247,-0.052277029,0.00166208
-1.440943792,0.105610824,-0.0523909,0.001915718
-0.941315472,0.075813434,-0.04824416,0.002025747
-0.942748427,0.0800345,-0.049381383,0.002052472
-0.939285576,0.079771093,-0.049117044,0.002758724
-0.695903599,0.058004192,-0.047276706,0.002126117
-0.691832304,0.056057355,-0.047008567,0.002400222
-0.696116507,0.054505354,-0.046810381,0.002087323
-0.44275117,-0.01352244,-0.046817761,0.000812197
-0.44431436,-0.009327197,-0.046472825,0.000671368
-0.44083691,-0.009464571,-0.046528347,0.000924721
-1.445641555,0.086810178,-0.052745201,0.003301065
-1.44697966,0.091468728,-0.052392941,0.002809266
-1.443345733,0.091047069,-0.052785888,0.002963121
-0.949188173,0.04969964,-0.044192564,-0.001409959
-0.945033073,0.04775942,-0.043960791,-0.00023952
-0.949352145,0.046228057,-0.044173673,-0.001645594
-1.072814971,0.001075944,-0.038889177,0.00693509
-1.074768901,-0.003012085,-0.038303055,0.00871584
-1.076364666,0.001238829,-0.038410902,0.009204542
-0.69547838,-0.00702011,-0.045819171,0.001880524
-0.691366374,-0.008949989,-0.046068445,0.002328317
-0.695674419,-0.010466138,-0.046193659,0.001913977
-0.41362262,0.063503823,-0.05032165,0.001219206
-0.41167819,0.06748969,-0.051355861,0.000966154
-0.41014624,0.063376969,-0.050463911,0.001137342
-0.00799704,-0.085540684,-0.0554456,-0.000674726
-0.0060482,-0.081358769,-0.054468878,-0.000685115
-0.00461853,-0.085504764,-0.055430587,-0.000683444
-0.790588737,0.121690995,-0.056842964,-0.000717536
-0.794575155,0.123635149,-0.056973688,-0.00070148
-0.790391743,0.125171846,-0.056835737,-0.00059888
-0.45220315,-0.108497249,-0.057183195,0.000457604
-0.45381534,-0.104281222,-0.057342965,0.000569239
-0.45025921,-0.104394113,-0.057241246,0.000538115
-0.656504512,0.110516584,-0.059161317,-0.000150496
-0.658432066,0.106334096,-0.059096694,-5.54E-05
-0.660126686,0.110587931,-0.059124809,-6.61E-05
-0.23402441,0.099931291,-0.057392616,0.000267281
-0.23401499,0.096450514,-0.056834672,0.000328314
-0.23815,0.098287886,-0.057053857,0.000299205
-0.735193074,-0.08382486,-0.057448275,0.001329658
-0.737121403,-0.087854513,-0.058139838,0.001238242
-0.738663375,-0.083691107,-0.057337124,0.001115264
-0.64869839,0.093818536,-0.057979651,-3.41E-05
-0.646807969,0.097946218,-0.058676206,-0.000243174
-0.645107627,0.093661597,-0.058105603,-0.00018679
-0.39570642,0.030720091,-0.046524007,0.001781355
-0.39970112,0.032749093,-0.046600968,0.001783162
-0.39549923,0.034213296,-0.04676833,0.001713198
-1.486827094,0.105598724,-0.050161831,0.000560303
-1.488693314,0.101494318,-0.050127905,0.00054797
-1.490280867,0.105650908,-0.050085038,0.000396078
-0.27329755,0.114071673,-0.057668366,5.02E-05
-0.27136469,0.118201023,-0.057572741,1.77E-05
-0.26982045,0.113920844,-0.057712033,7.01E-05
-1.356875286,0.123661703,-0.055967294,0.000774494
-1.35260509,0.121791846,-0.056269698,0.000920044
-1.35688509,0.120052761,-0.05606366,0.001004416
-1.384939477,0.109304196,-0.055325709,0.001326653
-1.382963248,0.113364077,-0.055176806,0.00115062
-1.381353118,0.109141028,-0.055496134,0.001338494
-0.914332807,-0.042805919,-0.052095819,0.005600887
-0.915965021,-0.038633579,-0.051356629,0.00589296
-0.912499189,-0.038753861,-0.051111832,0.005854336
-1.047692299,-0.017891073,-0.040706497,-0.003894943
-1.046065629,-0.022129396,-0.040539473,-0.004994747
-1.049559593,-0.021980727,-0.04036054,-0.002544081
-0.27174401,0.077698117,-0.053912927,-5.56E-05
-0.27573478,0.075924134,-0.05373504,-0.000188905
-0.27574718,0.079381025,-0.054301657,-8.91E-05
-1.483365852,-0.019366109,-0.04945159,-0.00103125
-1.479057178,-0.017811501,-0.049083397,-0.001304108
-1.479422858,-0.020967746,-0.049208429,-0.001548777
-0.941171646,-0.144112396,-0.030763736,-0.000192788
-0.945374966,-0.145479079,-0.023388928,-0.000318251
-0.945294261,-0.142176438,-0.041033484,-0.000311464
-1.101192802,0.128657109,-0.058348388,-0.000254375
-1.105234623,0.126830316,-0.058107592,-1.66E-05
-1.105364025,0.130277073,-0.058131307,-0.00020747
-1.085130483,0.044345608,-0.050285995,0.001761609
-1.089202344,0.045824936,-0.04938161,0.004468969
-1.085207701,0.047706237,-0.052847862,0.000328749
-0.808090925,-0.012350121,-0.044708084,-0.002498062
-0.806626379,-0.016473496,-0.044547807,-0.002778798
-0.810064077,-0.01625731,-0.044479601,-0.002039469
-0.863307416,-0.030580038,-0.045666844,0.004710895
-0.867563188,-0.031895922,-0.046213299,0.004914561
-0.86730969,-0.028453366,-0.045674115,0.005233881
-0.42148268,0.12364409,-0.058039647,-0.000110575
-0.41994476,0.119287407,-0.058469769,-0.000118566
-0.42349648,0.119617617,-0.058444507,-9.85E-05
-1.290548444,-0.095330378,-0.054043748,0.001279878
-1.292062595,-0.099484695,-0.054237694,0.001322087
-1.293986022,-0.095508011,-0.054274291,0.001788135
-0.95571506,-0.110237876,-0.058617353,0.001445217
-0.951485395,-0.108720129,-0.058409512,0.001577806
-0.951719105,-0.112162573,-0.058353338,0.001372979
-0.866488457,-0.083920003,-0.05372579,0.00054193
-0.870952785,-0.085347468,-0.054267023,0.000699988
-0.870683551,-0.081878358,-0.053760454,0.000951828
-0.20542729,0.064339316,-0.050991774,0.000716822
-0.2037847,0.068450457,-0.051812638,0.000685822
-0.20200968,0.064313462,-0.051006358,0.00073808
-1.048405051,0.105280763,-0.058753278,-0.002188024
-1.044979066,0.105386502,-0.058441497,-0.002208186
-1.04664591,0.10119102,-0.058886074,-0.00256497
-0.29614782,0.08978065,-0.055938087,-0.000220576
-0.30025291,0.088048315,-0.055792257,-0.000328395
-0.30026937,0.091545871,-0.056251138,-0.000253425
-1.432582609,-0.019193584,-0.041132592,-0.02095443
-1.436791219,-0.017735982,-0.040093295,-0.015275391
-1.43281211,-0.015751669,-0.036271904,-0.01968807
-1.465150069,-0.007439861,-0.04671501,-0.001075905
-1.460828178,-0.008862236,-0.045673907,-0.001979327
-1.464847855,-0.010869884,-0.046850823,-0.001977424
-1.426639304,0.02137593,-0.046187773,0.031329393
-1.428016499,0.026108494,-0.052066494,0.02408476
-1.423382387,0.025429657,-0.056338381,0.030422624
-0.855435073,-0.09023582,-0.05420287,-0.000312888
-0.853616834,-0.085902536,-0.053301621,-0.000242802
-0.851776063,-0.090256067,-0.054048479,-0.000604883
-0.43738592,0.041767469,-0.047154836,0.001197613
-0.43898022,0.046048781,-0.047565352,0.001186198
